trial_0,1,0,6,-8.07669120796661e+29,-8.288593760372416e+28,-2.224288946602343e+29,-1.715059827282936e+29,-7.434309345769141e+27,-3.489457105796203e+29,-5.845206421347053e+27,-4.756889278743915e+28,-5.514150691978904e+29,-4.783138945265752e+29,-1.650255793580586e+29,-8.6054241202363e+28,-7.901965876889208e+29,-3.263928474382944e+28,-8.066739832019761e+29,-8.039929349649352e+29,-8.136176860756467e+29,-2.653953235413258e+29,-1.189834175901583e+28,-6.3879207316597515e+28,-8.073929761423693e+29,-4.4776416943488026e+29
trial_1,1,0.001,6,-8.076691741670622e+29,-8.288594308078828e+28,-2.2242890935823363e+29,-1.7150599406132945e+29,-7.434309837024828e+27,-3.489457336377897e+29,-5.845206807595565e+27,-4.7568895930769445e+28,-5.514151056351411e+29,-4.783139261333337e+29,-1.6502559026287165e+29,-8.605424688878722e+28,-7.901966399047466e+29,-3.2639286900618186e+28,-8.066740365066175e+29,-8.039929880924098e+29,-8.136177398391217e+29,-2.6539534107852387e+29,-1.1898342545252735e+28,-6.38792115377057e+28,-8.073930294945187e+29,-4.4776419902293e+29
trial_2,1,0.01,6,-8.076696545007707e+29,-8.288599237437776e+28,-2.224290416402453e+29,-1.715060960586741e+29,-7.434314258327222e+27,-3.48945941161372e+29,-5.845210283833099e+27,-4.756892422074908e+28,-5.5141543357048155e+29,-4.783142105942372e+29,-1.6502568840621697e+29,-8.60542980666177e+28,-7.90197109847258e+29,-3.263930631172165e+28,-8.066745162485044e+29,-8.039934662398409e+29,-8.136182237105473e+29,-2.6539549891335858e+29,-1.1898349621386436e+28,-6.387924952768934e+28,-8.073935096640065e+29,-4.477644653154272e+29
trial_3,1,0.1,6,-8.076744578505073e+29,-8.288648531156772e+28,-2.2243036446384384e+29,-1.715071160347943e+29,-7.434358471467101e+27,-3.4894801640263396e+29,-5.845245046299534e+27,-4.756920712128664e+28,-5.5141871293248405e+29,-4.783170552107516e+29,-1.6502666984224344e+29,-8.605480984626341e+28,-7.902018092847787e+29,-3.263950042326511e+28,-8.06679313679981e+29,-8.039982477266512e+29,-8.136230624374346e+29,-2.653970772658344e+29,-1.1898420382908992e+28,-6.387962942852484e+28,-8.073983113714559e+29,-4.4776712824737195e+29
trial_4,1,1,6,-8.077224926047523e+29,-8.289141481244896e+28,-2.2244359304596554e+29,-1.7151731606289857e+29,-7.434800614435286e+27,-3.489687693582951e+29,-5.845592680060302e+27,-4.757203620069026e+28,-5.5145150741063535e+29,-4.783455021202388e+29,-1.6503648445932388e+29,-8.605992777663981e+28,-7.902488048896834e+29,-3.264144158949384e+28,-8.067272892500958e+29,-8.040460638459663e+29,-8.136714509725338e+29,-2.6541286120360742e+29,-1.1899128016651088e+28,-6.388342853628512e+28,-8.074463297024688e+29,-4.477937582636511e+29
trial_5,1,10,6,-8.082029658568781e+29,-8.29407227220507e+28,-2.22575913487136e+29,-1.7161934303800373e+29,-7.439223201230713e+27,-3.491763532265655e+29,-5.849069927445443e+27,-4.760033439858887e+28,-5.517795380171661e+29,-4.7863004566229365e+29,-1.651346563155411e+29,-8.611112047432467e+28,-7.907188839288967e+29,-3.2660858331923946e+28,-8.072071705060904e+29,-8.04524350176594e+29,-8.14155462959064e+29,-2.655707418888009e+29,-1.1906206205989577e+28,-6.39214295563717e+28,-8.079266386792548e+29,-4.480601281187114e+29
trial_6,1,100,6,-8.130202859552302e+29,-8.343509360092565e+28,-2.239025844679937e+29,-1.7264228572122026e+29,-7.483564933391434e+27,-3.5125763025141635e+29,-5.883933499226571e+27,-4.788405774193156e+28,-5.550684379230622e+29,-4.8148293563677086e+29,-1.6611894681236384e+29,-8.662438861225013e+28,-7.954319895875127e+29,-3.2855534441649627e+28,-8.120185551338222e+29,-8.09319743766376e+29,-8.190082631102447e+29,-2.67153684944534e+29,-1.1977173535824054e+28,-6.430243531893842e+28,-8.127423117204618e+29,-4.507308051036263e+29
trial_7,0.1,0,8,-1.84881765884836e+32,-1.897323807066098e+31,-5.091571012153223e+31,-3.9259058109519055e+31,-1.701771436580458e+30,-7.987639679261801e+31,-1.3380133736876975e+30,-1.0888890850567231e+31,-1.2622321332312036e+32,-1.094897838611175e+32,-3.7775643196301957e+31,-1.9698487494084114e+31,-1.8088216667735985e+32,-7.471387038675973e+30,-1.8465397112202083e+32,-1.8404025825406196e+32,-1.862434389077859e+32,-6.075106106012676e+31,-2.7236232992765484e+30,-1.462244915388912e+31,-1.848185542180632e+32,-1.024967133366652e+32
trial_8,0.1,0.001,8,-1.8488178298965443e+32,-1.8973239826019637e+31,-5.091571483213172e+31,-3.925906174167307e+31,-1.7017715940242793e+30,-7.987640418259128e+31,-1.3380134974774944e+30,-1.0888891857981368e+31,-1.2622322500099018e+32,-1.0948979399085062e+32,-3.7775646691213987e+31,-1.9698489316541055e+31,-1.8088218341214538e+32,-7.471387729910825e+30,-1.846539882057652e+32,-1.8404027528102575e+32,-1.8624345613858446e+32,-6.075106668066925e+31,-2.723623551259674e+30,-1.4622450506723142e+31,-1.8481857131703403e+32,-1.0249672281941574e+32
trial_9,0.1,0.01,8,-1.84881936933073e+32,-1.8973255624252211e+31,-5.091575722754292e+31,-3.925909443107103e+31,-1.701773011019141e+30,-7.987647069237165e+31,-1.3380146115860258e+30,-1.0888900924711504e+31,-1.2622333010185193e+32,-1.0948988515847575e+32,-3.7775678145433316e+31,-1.969850571865884e+31,-1.8088233402526192e+32,-7.471393951026553e+30,-1.8465414195950746e+32,-1.8404042852375654e+32,-1.862436112158115e+32,-6.0751117265571365e+31,-2.7236258191084035e+30,-1.462246268223324e+31,-1.848187252078196e+32,-1.0249680816420005e+32
trial_10,0.1,0.1,8,-1.8488347637330343e+32,-1.8973413607197912e+31,-5.091618118331912e+31,-3.925942132633389e+31,-1.7017871810234185e+30,-7.987713579278369e+31,-1.3380257527150963e+30,-1.0888991592369096e+31,-1.2622438111459867e+32,-1.0949079683831184e+32,-3.777599268886384e+31,-1.969866974048104e+31,-1.808838401623499e+32,-7.471456162428152e+30,-1.8465567950297807e+32,-1.8404196095707232e+32,-1.86245161994176e+32,-6.075162311657802e+31,-2.723648497684966e+30,-1.4622584437812466e+31,-1.8482026412171067e+32,-1.024976616153947e+32
trial_11,0.1,1,8,-1.84898871379918e+32,-1.89749934986717e+31,-5.092042090750317e+31,-3.9262690407285822e+31,-1.7019288866285983e+30,-7.988378705799069e+31,-1.338137168379257e+30,-1.0889898304536514e+31,-1.2623489165464348e+32,-1.094999139945589e+32,-3.7779138246642703e+31,-1.9700310023089775e+31,-1.808989021244591e+32,-7.472078300865247e+30,-1.8467105554124397e+32,-1.8405728589179226e+32,-1.862606703865794e+32,-6.075668182522071e+31,-2.723875292352922e+30,-1.462380204140019e+31,-1.8483565386472218e+32,-1.0250619646236672e+32
trial_12,0.1,10,8,-1.8505288188959708e+32,-1.8990798616345524e+31,-5.096283479526052e+31,-3.929539405180236e+31,-1.7033464990418802e+30,-7.995032582411836e+31,-1.339251762458641e+30,-1.0898968986124448e+31,-1.2634003832134951e+32,-1.095911213526056e+32,-3.7810606174452406e+31,-1.9716719289219309e+31,-1.810495808814944e+32,-7.478302127862686e+30,-1.8482487629296003e+32,-1.842105954074149e+32,-1.8641581519933967e+32,-6.080728877303233e+31,-2.726144129468863e+30,-1.4635982857805615e+31,-1.8498961171771712e+32,-1.0259157844141674e+32
trial_13,0.1,100,8,-1.865990446577941e+32,-1.914947145331552e+31,-5.138864193167198e+31,-3.9623716824320245e+31,-1.7175783819029328e+30,-8.061833064431995e+31,-1.3504415434077909e+30,-1.0990032577709642e+31,-1.2739564070586845e+32,-1.1050678237787504e+32,-3.8126523175651647e+31,-1.9881457373623468e+31,-1.8256229507593244e+32,-7.540785198654937e+30,-1.8636913401779136e+32,-1.857497206629513e+32,-1.8797336561369138e+32,-6.131534876634722e+31,-2.748921740445134e+30,-1.4758270128015176e+31,-1.8653524584791932e+32,-1.0344875654800392e+32
trial_14,0.01,0,10,-4.2084863143356966e+30,-4.31890145449762e+29,-1.1590005547903962e+30,-8.936587552422015e+29,-3.8737631949261574e+28,-1.8182362177867718e+30,-3.045736254526282e+28,-2.478651580570305e+29,-2.87323448734649e+30,-2.49232937998936e+30,-8.598915996177517e+29,-4.483990870338514e+29,-4.117442946987256e+30,-1.7007209959774698e+29,-4.2033009942085993e+30,-4.1893309729175295e+30,-4.239482244379242e+30,-1.3828838546045472e+30,-6.199817123961957e+28,-3.328526036718272e+29,-4.2070474194114724e+30,-2.3331452578749297e+30
trial_15,0.01,0.001,10,-4.208486815270209e+30,-4.3189019685747435e+29,-1.1590006927457807e+30,-8.936588616140454e+29,-3.873763656018639e+28,-1.8182364342107073e+30,-3.0457366170590645e+28,-2.4786518756032193e+29,-2.873234829346449e+30,-2.4923296766503362e+30,-8.598917019703075e+29,-4.4839914040661605e+29,-4.1174434370848437e+30,-1.700721198413619e+29,-4.2033014945258584e+30,-4.1893314715719453e+30,-4.239482749003141e+30,-1.3828840192086676e+30,-6.199817861923737e+28,-3.3285264329113884e+29,-4.2070479201746846e+30,-2.3331455355882855e+30
trial_16,0.01,0.01,10,-4.208491323682788e+30,-4.318906595271492e+29,-1.1590019343448532e+30,-8.936598189612042e+29,-3.873767805853431e+28,-1.8182383820272168e+30,-3.045739879855886e+28,-2.47865453090093e+29,-2.873237907347816e+30,-2.4923323466006108e+30,-8.598926231438225e+29,-4.483996207617741e+29,-4.1174478479656956e+30,-1.7007230203399425e+29,-4.203305997383627e+30,-4.189335959464055e+30,-4.2394872906206984e+30,-1.382885500646537e+30,-6.199824503583374e+28,-3.3285299986515825e+29,-4.207052427045869e+30,-2.3331480350098623e+30
trial_17,0.01,0.1,10,-4.208536408045229e+30,-4.3189528624811e+29,-1.1590143504006909e+30,-8.936693924829397e+29,-3.873809304418666e+28,-1.8182578602943434e+30,-3.0457725079950583e+28,-2.4786810840171458e+29,-2.8732686875227663e+30,-2.492359046243358e+30,-8.599018349272555e+29,-4.484044243385091e+29,-4.1174919570054387e+30,-1.7007412396986506e+29,-4.203351026197113e+30,-4.1893808386205765e+30,-4.239532707034022e+30,-1.382900315102909e+30,-6.199890920527931e+28,-3.3285656562403106e+29,-4.207097495993798e+30,-2.3331730293566674e+30
trial_18,0.01,1,10,-4.208987275282234e+30,-4.31941555880943e+29,-1.1591385174619089e+30,-8.937651327143935e+29,-3.8742243118056665e+28,-1.8184526531672463e+30,-3.0460988064755885e+28,-2.4789466290863564e+29,-2.8735765053930865e+30,-2.4926260566545345e+30,-8.599939575862571e+29,-4.4845246262171705e+29,-4.117933070504773e+30,-1.700923442828015e+29,-4.2038013379158564e+30,-4.189829653690773e+30,-4.2399868949541097e+30,-1.3830484674256413e+30,-6.2005551247590355e+28,-3.32892225080316e+29,-4.2075482090778636e+30,-2.3334229859152235e+30
trial_19,0.01,10,10,-4.213498309651723e+30,-4.324044946062852e+29,-1.1603808385594232e+30,-8.947230365920295e+29,-3.8783765598127385e+28,-1.820401602375509e+30,-3.0493635006906483e+28,-2.481603470913752e+29,-2.8766562966899884e+30,-2.49529755957825e+30,-8.609156667876616e+29,-4.489330971163496e+29,-4.122346516399815e+30,-1.7027464286458933e+29,-4.2083068141925746e+30,-4.194320155641472e+30,-4.2445311535508713e+30,-1.3845307667920037e+30,-6.2072006466977845e+28,-3.3324900645561e+29,-4.212057701110267e+30,-2.3359238609712884e+30
trial_20,0.01,100,10,-4.2588455828415965e+30,-4.370581964246826e+29,-1.1728692989843208e+30,-9.04352386597152e+29,-3.9201171251259237e+28,-1.839993457577892e+30,-3.0821819117967573e+28,-2.508311432392383e+29,-2.9076159671046046e+30,-2.5221529020534455e+30,-8.701811690060526e+29,-4.537646860485855e+29,-4.1667127792826756e+30,-1.7210720340688274e+29,-4.2535982145315434e+30,-4.2394610262353964e+30,-4.290212414023213e+30,-1.3994316140945214e+30,-6.274004903584625e+28,-3.368355591549128e+29,-4.2573894699224804e+30,-2.3610639630170194e+30
trial_21,0.001,0,13,1.347023653329641e+27,1.3823645798231281e+26,3.709650085368681e+26,2.8603621145584457e+26,1.2398877556494974e+25,5.8196867228877227e+26,9.748585287482667e+24,7.93349926318605e+25,9.19645337287764e+26,7.977278232551367e+26,2.7522825012854882e+26,1.4352052763211917e+26,1.3178831120192315e+27,5.443551999901426e+25,1.3453639713585923e+27,1.3408925420343505e+27,1.3569446196360667e+27,4.4262405122113776e+26,1.984395264360774e+25,1.0653719573496439e+26,1.3465631016365104e+27,7.467772529771147e+26
trial_22,0.001,0.001,13,1.347023868493047e+27,1.3823648006316167e+26,3.709650677920196e+26,2.8603625714511334e+26,1.2398879536998127e+25,5.8196876524805754e+26,9.748586844648155e+24,7.933500530423397e+25,9.196454841849763e+26,7.977279506781585e+26,2.752282940914342e+26,1.4352055055700547e+26,1.3178833225279443e+27,5.443552869413377e+25,1.3453641862568804e+27,1.3408927562184085e+27,1.3569448363841674e+27,4.426241219225667e+26,1.9843955813331014e+25,1.0653721275241232e+26,1.346563316726345e+27,7.467773722616806e+26
trial_23,0.001,0.01,13,1.347025804965035e+27,1.382366787909479e+26,3.709656010887791e+26,2.860366683488112e+26,1.2398897361539662e+25,5.819696018822377e+26,9.74860085914766e+24,7.933511935567649e+25,9.196468062608083e+26,7.977290974862248e+26,2.7522868975768393e+26,1.435207568811342e+26,1.317885217107685e+27,5.4435606950264755e+25,1.3453661203429197e+27,1.3408946838763472e+27,1.3569467871184752e+27,4.426247582358717e+26,1.984398434086165e+25,1.065373659095564e+26,1.3465652525362467e+27,7.467784458235479e+26
trial_24,0.001,0.1,13,1.34704516982516e+27,1.3823866608320336e+26,3.70970934094986e+26,2.8604078041559994e+26,1.2399075608246014e+25,5.8197796828464986e+26,9.748741005157802e+24,7.933625987836303e+25,9.19660027115019e+26,7.977405656498887e+26,2.7523264644883412e+26,1.4352282013736313e+26,1.3179041630423564e+27,5.443638951724381e+25,1.3453854613434074e+27,1.3409139605954155e+27,1.3569662946027672e+27,4.426311214150369e+26,1.9844269618233223e+25,1.065388974920865e+26,1.3465846107754755e+27,7.467891815200009e+26
trial_25,0.001,1,13,1.3472388324625517e+27,1.3825854044618878e+26,3.710242680225322e+26,2.8608190406399633e+26,1.2400858204507396e+25,5.820616383728995e+26,9.750142566840042e+24,7.934766593190352e+25,9.197922452397971e+26,7.978552555989393e+26,2.752722162282309e+26,1.4354345419514823e+26,1.3180936361214764e+27,5.444421575425495e+25,1.3455788853670257e+27,1.3411067417581611e+27,1.3571613835851952e+27,4.426947578188365e+26,1.984712259872522e+25,1.065542144275053e+26,1.346778207198982e+27,7.468965462659681e+26
trial_26,0.001,10,13,1.3491768630549246e+27,1.3845742818204188e+26,3.7155799401425645e+26,2.8649343872929957e+26,1.2418697092455775e+25,5.828989459345851e+26,9.764168346174238e+24,7.946180917087825e+25,9.211153851812465e+26,7.990029866889159e+26,2.756682009366766e+26,1.4374994438743131e+26,1.319989740753314e+27,5.452253487122758e+25,1.347514528091586e+27,1.3430359512127425e+27,1.3591136879701352e+27,4.433315832747712e+26,1.9875673090174965e+25,1.0670749484247826e+26,1.348715575172502e+27,7.479709722111895e+26
